Product title,SKU,Items sold,N. Revenue,Orders,Category,Variations
Propane Superheating Nozzle - 3H - BF3H/040373,BF3H/040373,1,15.4,1,Oxy-Propane Torches,0
KEMPER Extraction Hood Illuminated for Retrofitting (79 103 035),79 103 035,1,345.45,1,"Kemper Exhaust Arms &amp; Hoods, Kemper Lighting Sets &amp; Start-Stop Sets",0
"3M™ Speedglas™ Welding Helmets 9100 FX Series, with Welding Filter",541826,1,706.05,1,Welding Helmets,0
"High Pressure Flexible Hose - 900mm x 3/8"" - Female RH & 3/8 Female RH",GCS06126,1,197.44,1,Gases other than Oxy/Oxy Mixture,0
Neutrix Handheld Tungsten Grinder - 230v,88896025,1,562.5,1,Handheld Tungsten Grinders,0
Weldas Comfoflex High Heat Reflective Aluminized Back Gauntlet Gloves,2415,1,49.14,1,Welding Gloves &amp; Gauntlets,0
Weldas Bucktan Wide Body Gauntlet Gloves,2412,1,17.42,1,Welding Gloves &amp; Gauntlets,0
Panorama Goggles Shade 5 - Pack of 5,DS1001/5,1,12.75,1,Welding Goggles &amp; Spectacles,0
ARCNM Rivet Cutting Nozzle,CCARCNM,1,22.25,1,Oxy/Acetylene Cutting Nozzles ANME,0
P1112 Crusader Phoenix MKII Air Fed Visor for Metal Spraying,P1112,1,200.85,1,Welding Equipment,0
Scorpion Shot Blasting Helmet DISCONTINUED,P1220-SCORPION,1,180.25,1,Welding Equipment,0
Scorpion Regulator,P1220-H-03,1,79.83,2,Welding Equipment,0
Scorpion Visor Seal Pack of 2,P1220-A-04,1,18.03,1,Welding Equipment,0
Metal Spray Powder Torch Complete U1404K,U1404K,1,1280,1,Thermal Spray Equipment &amp; Powder,0
Compact Spring Rewind Cable Reel - YRC50 - Spring Rewind Cable Reel,YRC50,1,94.89,1,Cable Reels,0
KEMPER KemTex ePTFE Membrane Cartridge Filter 10 m² (109 0438/109 0300),109-0438,1,334.25,1,Kemper Filters,0
"Fibreglass Weld Backing Tape - 2.5""(64 mm) x 41"" (12.5 m) - 600AMP",AFBT-2.5-600,1,108.6,1,"Weld Backing Tapes, Fibreglass Weld Backing Tape",0
Fleximask Economy Chrome Leather Version,CL19,1,96.62,1,Welding Masks,0
Evolution Circular Saw Blades - 355mm Stainless Steel Cutting - 90T - Chop Saw Blade,S355TCT-90CS,1,105.06,1,Circular Saw Blades,0
Evolution Circular Saw Blades - 355mm Aluminium Cutting - 80T TCT - Chop Saw Blade,A355TCT-80CS,1,100,1,Circular Saw Blades,0
Evolution CUTTERKITL Cyclone Annular Mag Drill Cutter Kit (6 Piece) - 50mm Depth,CUTTERKITL,1,100.14,1,Broaching Cutters,0
Mosa MagicWeld 200 Petrol Welder Generator 110V,35.22251,1,2590.36,1,Generators,0
Wig Spitz Universal Grinding Support,1314681,1,186.67,1,Tungsten Grinders with Extractors,0
"Single Head Air Scaler - 7,000 Blows (p/min)",SP-S138,1,111.38,1,Air Needle Scalers,0
Air Hammer (Medium-Round),SP-504R,1,36.64,1,Air Tools,0
Golden Eagle Suction Feed Spray Gun - 1.8 mm,P-5010,1,72.31,2,Paint Spray Guns &amp; Accessories,0
Osprey Gravity Spray Gun - 1.7 mm,P-5012,1,66.12,1,Paint Spray Guns &amp; Accessories,0
On-Torch Oxygen Flashback Arrestor RH 3/8 BSP (AU121002),AU121002,1,13.15,1,Flashback Arrestors,0
Welding Overalls (Flame Retardant / XXXL),PV500106,1,35.6,1,Welding Overalls,0
Tech Master Multi-Stage Base Entry Acetylene Regulator  0-1.5 Bar,RAN03026/396001001,1,180.7,1,Fuel Gas Regulators,0
Quick Change Phenolic Wheel Heads - Pair DUPLICATE,90067,1,52.5,1,Welding Equipment,0
Phantom Fresh Air Universal Charger (FXPAPRS05U),FXPAPRS05U,1,50.76,1,Welding Helmet Spares,0
Phantom Air Battery 7.4V (FXPAPRS16),FXPAPRS16,1,118.75,1,Welding Helmet Spares,0
Devcon Mark 5™ Application Gun,20015,1,69.3,1,"Devcon Epoxy Adhesives, Devcon Epoxy Metal Repair Putty",0
Phantom Welding &amp; Grinding Helmet,FXADF725S,1,66.67,1,Welding Helmets,0
Phantom Impact Welding Helmet Inner Lens - Pack of 10,ES9547SP/10,1,8.27,1,Welding Helmet Spares,0
Nickel Based Spray Fuse Powder - PW-N-250-PW1 - (22-27 HRc) - 5 Kg,PRICE ON APPLICATION-4604,1,214.38,1,"Thermal Spray Equipment &amp; Powder, Thermal Spray Powders",0
Nickel Based Spray Fuse Powder - PW-N-310-PW1 - (28-33 HRc) - 5Kg,Nickel Based Spray Fuse Powder PW-N-310-PW1 28-33 HRc [5],1,290,1,"Thermal Spray Equipment &amp; Powder, Thermal Spray Powders",0
"Hose Check Valve 3/8""[10mm] x 3/8"" [10mm] RH - Pack of 10",DA5003838RHFT/10,1,24.06,1,Hose Check Valves - Torch Fitting,0
"Hose Check Valve 3/8""[10mm] x 3/8"" [10mm] LH - Pack of 10",DA5003838LHFT/10,1,24.06,1,"Hose Fittings, Hose Check Valves - Torch Fitting",0
"VVC Type Cutting Nozzle Size ""0""",CCVVCO,1,8.14,1,VVC Cutting Nozzles,0
"VVC Type Cutting Nozzle Size ""1"" (CCVVC1)",CCVVC1,1,7.44,1,VVC Cutting Nozzles,0
Gouging Carbons 5.0 mm x 305 mm (Pack of 100),1133,1,13.72,1,Arc-Air Gouging Carbons,0
Gouging Carbons 10.0 mm x 305 mm (Pack of 100),ELC10305B/1136,1,28.18,1,Arc-Air Gouging Carbons,0
Side Cutter Pliers 155 mm,ET000,1,4.95,1,Welding Tools,0
Twin Outlet Gas Control Valve 38 Acetylene (Left Hand),DA8003838YLHFBA,1,9.53,1,Twin Outlet Valves,0
Portable Twin Gas Cylinder Trolley (CT-PTE8),CT-PTE8,1,53.44,1,Gas Cylinder Trolleys,0
"Gas Cylinder Extension (Left Hand) 5/8""",DAEXTLH,1,21.31,1,Cylinder Extensions Right or Left Hand,0
Type 3/5 Acetylene Mixer - Type 3/5 (BB5003),BB5003,1,7.28,1,"Type 3/5 HD Torch Components, Oxy-Acetylene Torches",0
Welders Tent Opaque Light Duty Dual Opening with Frame,1475,1,395.75,1,Welding Tents &amp; Work Shelters,0
Phantom Fresh Air Hose Assembly (FXPAPRS03),FXPAPRS03,1,17.5,1,Welding Helmet Spares,0
Linear Pipe Clamp Series 200 - Stainless Steel - 16mm - 20mm,MC20SS,1,397.04,1,Pipe Welding Clamps,0
Stainless Steel Spider Clamp - 54mm - 140mm,STP140,1,362.69,1,Spider Pipe Clamps,0
Jasic Arc 140 MMA Stick Welding Inverter (JA-140) Complete with 3M Lead Set,JA-140/WCS25-3,1,232.15,1,Arc/MMA Welders,0
Jasic Site Bag,JSB-01,1,45.48,1,Arc/MMA Welders,0
Surecool Welder Water Cooler - 9C,9C,1,1800,1,Welder Water Coolers,2
Fire Barrier PU28 - 1.3 x 50 m,PU28/1.3X50,1,543.88,1,Fire Barrier Fabric,0
"Manual Pipe Cutter Chain for 18"" O/D Pipe",EZPCC18DUPLICATE,1,45.89,1,Welding Equipment,0
"Manual Pipe Cutter Chain for 24"" O/D Pipe",EZPCC24DUPLICATE,1,61.18,1,Welding Equipment,0
"Manual Pipe Cutter Chain for 30"" O/D Pipe",EZPCC30DUPLICATE,1,76.47,1,Welding Equipment,0
"Manual Pipe Cutter Chain for 36"" O/D Pipe",EZPCC36DUPLICATE,1,91.76,1,Welding Equipment,0
"Manual Pipe Cutter Chain - for 48"" O/D Pipe",EZPCC48,1,122.36,1,Manual Pipe Cutting Machine Spares,0
Wide Vision Clear Goggles - Pack of 5,ES1001001,1,19.47,1,Safety Goggles,0
Navitek Airfed Welding &amp; Grinding System - S4 (Deleted),,1,481.25,1,"Broaching Cutters, Bulk MIG Wire, Circular Saws, Filter Kits &amp; Servicing, GBC Pipe Saws, Generators, Lighting Towers, Magnetic Drills, Oxy Fuel Nozzles, Oxy Fuel Torches, Spares &amp; Accessories, Welding Trousers &amp; Spats, Offers &amp; Deals, Welding Equipment, MIG Welders, TIG Welders, Arc/MMA Welders, Multi Process Welding Machines, Spot Welders, Portable Spot Welders, Pedestal/Column Spot Welders, Spot Welding Electrodes, Tecna Pedestal Spot Welding Electrodes, Tungsten Grinders, Handheld Tungsten Grinders, Tungsten Grinders - Bench Mounted, Tungsten Grinders with Extractors, Welding Electrode Quivers and Ovens, Oxy-Fuel Equipment, Cutting &amp; Welding Sets, Type 3/5 HD Torch Components, Lightweight Welding Nozzles, Oxy-Acetylene Welding Rods, Oxy-Acetylene Welding Rods - Brazing, Oxy-Acetylene Welding Rods - Aluminium, Oxy-Acetylene Welding Rods - Steel, Copper Phosphorus Brazing Rods, Silver Solder Welding Rods, Gas Cutting Torches, Gas Cutting &amp; Gouging Nozzles, Oxy-Propane Torches, Cutting Guides Oxy/Acet/Propane, Cutting Machines, Straight Line Cutting Machines, Oxy-Acetylene Torches, Welding Nozzles, DH Welding Nozzles - Oxy/Acetylene, HD Welding Nozzles - Oxy/Acetylene, Plate Bevellers, Thermal Spray Equipment &amp; Powder, Tool Balancers, Stud Welding Equipment, Stud Welders - Capacitor Discharge (CD), Weld Studs, Aluminium CD Weld Studs, Stainless Steel CD Weld Studs, Welder Water Coolers, Weld Cleaning Equipment, Pickling &amp; Neutralising Agents, Stainless Steel Weld Cleaning Equipment, IsoJet Stainless Steel Weld Cleaner, Easykleen Plus &amp; TIG System, mepBlitz Elecro Polisher, Bymat Weld Cleaning Machines, Stainless Brighteners &amp; Rust Remover, TIG Wand Rapid, Welder Generators, Mosa Welder Generators, Generators, Welding Consumables &amp; Supplies, MIG Welding Supplies, MIG Welding Wire, Copper Free MIG Wire, Mild Steel MIG Wire, Stainless Steel MIG Wire, Aluminium MIG Wire, Brazing MIG Wire, Hard Facing MIG Wire, High Strength Steel MIG Wire, Flux Cored MIG Wire - Stainless Steel, Flux Cored MIG Wire - Steel, MIG Torches &amp; Consumables, Binzle-Style MIG Torch Consumables, Binzle-Style MIG Consumables, MIG Liners, Euro Connection MIG Torches, Euro MIG Torches - ERGO, MIG Welding Nozzles, Disposable Shielding Gas Cylinders, TIG Welding Supplies, TIG Welding Rods, TIG Filler Rods for High Strength Steel, TIG Filler Rods for Hard Facing, TIG Filler Rods for Aluminium, TIG Filler Rods for Magnesium, TIG Filler Rods for Mild Steel, TIG Filler Rods for Stainless Steel, TIG Filler Rods for Brazing/Bronze Welding, TIG Filler Rods for Copper/Copper-Nickel, TIG Filler Rods for Dissimilar Steels, TIG Filler Rods for Duplex Stainless Steel, TIG Filler Rods for Nickel Alloy, TIG Filler Rods for Titanium, TIG Torches &amp; Spare Parts, TIG Torch Adaptors &amp; Switches, TIG Torch Adaptors, TIG Torch Consumables, Tungsten Electrodes, Ceriated Tungsten Electrodes, Lanthanated Tungsten Electrodes, Superstrike AC/DC Tungsten Electrodes, Thoriated Tungsten Electrodes, Zirconiated Tungsten Electrodes, MMA/ARC Welding Supplies, MMA Stick Electrodes, Steel &amp; Low Hydrogen Electrodes, Stainless Steel Welding Electrodes, Hard Surfacing Electrodes, Cutting/Gouging Welding Electrodes, Dissimilar Steel Welding Electrodes, Cast Iron Welding Electrodes, Earth Clamps, Electrode Holders MMA, Welding Cable and Accessories, Welding Cable (Copper/PVC), Welding Cable (Copper/Rubber), Re-usable Cable Lugs, Welding Cable (Double Insulated), Welding Cable - Plugs &amp; Sockets, Welding Cable Sets, Devcon Maintenance Products, Devcon Flexane, Devcon Epoxy Adhesives, Devcon Epoxy Metal Repair Putty, Weld Backing Ceramics &amp; Tapes, Katbak Ceramic Backing Strips, Ceramic Backing Strips, Weld Backing Tapes, Welding Chemicals and Sprays, Anti-Spatter Spray, Leak Detection Spray, Ardrox NDT Products, Ardrox NDT Aerosols, Thermal Spray Powders, Gas Delivery &amp; Control, Gas Control Header Rails, Gas Flow Components, Argon &amp; Co2 Gas Heaters, Gas Economisers / Flowmeters, Gas Economisers - Spares, Gas Economisers - Oxy/Acetylene, Gas Fluxers &amp; Fluxes, Gas Fluxers, Welding Fluxes, Flashback Arrestors, Gas Arc Regulators, CO2 Regulators, Fuel Gas Regulators, Inert Gas Regulators, NEVOC Regulators, Oxygen Regulators, High Pressure Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators, Gas Arc Hi Flow Gas Regulators, Gas Arc Panel Mounted Gas Regulators, Gas Arc Spares &amp; Certificates, Gas Changeover Manifold Panels, Gas Arc Auto Changeover Manifold Panels, Auto Changeover Manifolds (2 x 1 / 0 - 6 Bar), Auto Changeover Manifolds (2 x 1 / 0 - 10 Bar), Auto Changeover Manifolds (MCP 2 x 1 / 0 - 6 Bar), Auto Changeover Manifolds (MCP 2 x 1 / 0 - 10 Bar), Manual Changeover Manifolds, Manual Changeover Manifolds (0 - 6 Bar), Manual Changeover Manifolds (0 - 10 Bar), Manifold &amp; Regulator Parts/Connectors, Welding Gas Hoses, MIG Gas Welding Hoses, Argon/Shielding Gas Hose, Hose Reels - Oxy-Acetylene/Propane, Oxy Fuel Hoses, Gas Arc Welding Hoses, Twin Welding Hoses, Twin Welding Hoses - Fitted Set, Siamese Twin Welding Hoses - 100m Rolls, Welding Hoses - Fitted Single Lengths, Welding Hoses - Bulk Coils, Gas Arc High Pressure Gas Hoses, Gases other than Oxy/Oxy Mixture, Oxygen High Pressure Flexible Gas Hoses, Gas Cylinder Storage &amp; Handling, Gas Cylinder Brackets, Gas Cylinder Cages, Gas Cylinder Trolleys &amp; Handling, Gas Cylinder Trolleys, Gas Cylinder Trolleys - Reflex UK, Gas Cylinder Trolleys - Non UK Made, Medical Trolleys &amp; Wall Brackets, Gas Hose and Regulator Fittings, Cylinder Fittings, Cylinder Connectors, Cylinder Adaptors, Cylinder Extensions Right or Left Hand, Twin Outlet Valves, Hose Fittings, Regulator Bull Nose &amp; Nevoc Stem &amp; Nut, Hose Check Valves - Torch Fitting, Hose Couplers, Straight Adaptors, Hose Nuts - Regulator Fitting, Hose Tails - Regulator Fitting, Regulator Stems &amp; Fittings, Gas Alarm Panels, Gas Control Outlet Points/Panels, Tech Master Isolation Valves, Gas Control Outlet Panels, Lineleader Gas Control Outlet Points, Outlet Point Gas Regulators, LGL500 Outlet Point Gas Regulators, LGP500 Outlet Point Gas Regulators, Bench &amp; Wall Mounted Outlet Points, Gas &amp; Plasma Cutting Machines, Gas Cutting Machines (Oxy-Fuel), Pipe Cutting Machines (Oxy-Acetylene), Straight Line Cutting Machines, Cutting &amp; Gouging Nozzles, Oxy/Acetylene Cutting Nozzles ANME, Oxy/Acetylene Cutting Nozzle ANME, NFF Cutting Nozzles, Victor Cutting Nozzles, VVC Cutting Nozzles, Oxy/Acetylene Gouging Nozzles AGNM, Gouging Nozzles AGNM, Oxy/Propane Cutting Nozzles PNM/PNME, Oxy/Propane Cutting Nozzle PNM, Oxy/Propane Cutting Nozzle PNME, Oxy Propane Gouging Nozzles PGNM, Plasma Cutting Equipment, Plasma Cutters, Jasic Plasma Cutter Spares, Plasma Cutting Torches, Plasma Torch Spares, Thermal Dynamics Compat Spares, Thermal Dynamics Type PCH-35, Thermal Dynamics Type PCH-51, Thermal Dynamics Type PCH-52, Thermal Dynamics Type PCH-70, Weldability Plasma Cutter Spares, Sif Weld Cut 100 Spares, Sif Weld Cut 40 Spares, Carbon Arc-Air Gouging Equipment, Arc-Air Gouging Carbons, Carbon Arc Gouging Torches, Welding Fume Extraction, Kemper Fume Extraction Equipment, Kemper Mobile Fume Extraction, Kemper Static Filter Units, Kemper Central Fume/Dust Extraction, Kemper Hi Vacuum Fume Extraction, Kemper Filter Tables, Kemper Spares &amp; Accessories, Kemper Fans, Kemper Hoses &amp; Nozzles, Kemper Exhaust Arms &amp; Hoods, Kemper Lighting Sets &amp; Start-Stop Sets, Kemper Misc Parts &amp; Accessories, Kemper Filters, F-Tech Fume Extraction, Kemper Clean Air Systems, Air Purifying Systems, Kemper Airwatch, Kemper CleanAirTower, Bench Top Extractors, On Torch Fume Extraction &amp; Accessories, Kemper On Torch Fume Extraction, WSL - On Torch Fume Extractors, Pipe Welding &amp; Cutting Equipment, Pipe Cutting Equipment, Pipe Cutting Machines, Manual Pipe Cutting Machine Spares, Automatic Pipe Cutting Machines, Automatic Pipe Cutting Machine Spares, Magnetic Pipe Cutting Machines, Magnetic Pipe Cutting Machine Spares, Pipe Saws, TAG ‘E-Z’ Pipe Saws, Exact Pipe Saws, Exact PipeCut for Cutting Spiral Ducting, Pipe Saw Spares &amp; Roller Supports, Exact Saw Blades, 140mm Saw Blades &amp; Diamond Cutting Discs, 165mm Saw Blades &amp; Diamond Cutting Discs, Special Blades, Exact 170 Pipe Cutting Benches, Pipe Bench System Accessories, Pipe Bevelling Machines &amp; Tools, Prep 2 Pipe Preparation Machines, Prep 3 Pipe Preparation Machines, Prep 4 Pipe Preparation Machines, Prep 8 Pipe Preparation Machines, Pipe Prep Blades, Pipe Welding Tools &amp; Accessories, Pipe Measuring &amp; Marking Tools, Pipe Centering Heads, Contour Markers, Radius Markers, Flange Pins, Drain Test Plugs &amp; Stoppers, Expandable Pipe Stoppers, Hollow Bore Drain Test Plugs, Nylon Drain Test Plugs, Water Soluble Welding Products, Weld Backing Tape, Fibreglass Weld Backing Tape, Purge Gas Retaining Tape, Pipe Stands, Roller Pipe Stands, Pipe Roller Stands, AMA Roller Pipe Stands, Double Roll Pipe Stands, Mega-Pipe Stands, Floor Mounted Roller Stands, Multi-Stand Pipe Stands, V Head Stands, Single Tube Pipe Stands, Five Leg Pipe Stands, Tri-Stands &amp; Pipe Jacks, Quattro Pipe Stands, Pipe Conveyors, Pipe Rotators, Pipe Welding Clamps, E-Z Fit Gold Pipe Alignment Clamps, PDQ Pipe Alignment Clamps, Black Bridge Clamps, Gold Bridge Alignment Clamps, Cage Pipe Clamps, Chain Pipe Alignment Clamps, Double Chain Pipe Clamps, Single Chain Pipe Clamps, Pincer Pipe Clamps, Spider Pipe Clamps, Pipe Purging Equipment, Inflatable Purge Bag Systems, Inflatable Purge Bag Systems, Pre-formed Self Adhesive Purge Dams, Double Seal Purge Systems, Double Seal Kits Complete, Weld Purge Monitors, Welding Tools &amp; Benches, Angle Grinder Discs, Cutting Discs, Flap Discs, Ceramic Flap Discs, Grinding Discs, Sanding Discs, Welding Benches &amp; Tables, Heavy Duty Welding Benches, Steel Top Welding Benches, Welding Bench Accessories, Mobile Work Benches with Steel Top, Stainless Steel Work Benches, Stainless Steel Work Benches with Lower Shelves, Stainless Steel Work Benches with Drawer &amp; Cupboard, Super Heavy Duty Work Benches, Medium Duty Welding Benches, Magnetic Welding Positioners, Magswitch Magnetic Earth Clamps, Work Holding Devices - Fixed Angle, Work Holding Devices - Variable Angle, Cable Reels, Tool Kit Sets &amp; Cabinets, Screwdriver Sets, Wrench Sets, Plier Sets, Socket Sets, Tool Boxes &amp; Cabinets, Welding &amp; Marking Tools, Welding Tools, Temperature Indicator Pens, Welding Gauges, Safety Equipment, Spill Containment &amp; Response Kits, Welding Helmets &amp; Masks, Welding Helmet Spares, Welding Helmets, Welding Masks, Welding Clothing, Welding Caps &amp; Balaclavas, Welding Aprons, Welding Capes &amp; Sleeves, Welding Jackets, Welding Jackets &amp; Trousers - Standard, Welding Overalls, Welding Gloves &amp; Gauntlets, Welding Blankets &amp; Mats, Pipe Wrap, Welding Screens &amp; Curtains, Welding Curtain Frames &amp; Arms, Welding Curtains &amp; Frames - Tusker, Welding Curtains &amp; Frames - Defender, Welding Curtains &amp; Frames - Standard, Welding Strip Curtains, Fire Retardant Tarpaulin, Welding Goggles &amp; Spectacles, Protective Eyewear, Respirator Masks, Air Fed Face Shields, Safety Visors, Safety Goggles, Safety Spectacles, Heat Reflective Clothing, Fire Barrier Fabric, Strip Curtains, Welding Tents &amp; Work Shelters, Air Tools &amp; Compressors, Air Tools, Air Riveters, Air Angle Grinders, Air Die Grinders, Air Drills, Air Impact Wrenches, Air Needle Scalers, Air Rachet Wrenches, Air Sanders / Air Polishers, Air Screwdrivers, Air Belt Sanders, Paint Spray Guns &amp; Accessories, Air Compressor Hoses &amp; Accessories, Air Line Hoses, Recoil Air Hoses (uPVC), Air Compressor Safety Cages, Air Compressors, Refrigerated Air Dryers, Direct Drive Compressors, Low Noise Compressors, Screw Compressors, Servicing &amp; Parts, Petrol Air Compressors, Belt Driven Air Compressors, Metal Saws &amp; Magnetic Drills, Chop Saws / Cut-Off Saws, Circular Saws &amp; Blades, Circular Saw Blades",0
Weltek Airkos Heavy Duty Battery (CR7021),CR7021,1,193.4,1,Welding Helmet Spares,0
Face Seal for Navitek & Kapio Helmets,CR7032,1,38.44,1,Welding Helmet Spares,0
IsoJet Turbo Solution - 5 Litres,1.293804,1,105,1,IsoJet Stainless Steel Weld Cleaner,0
Double Seal Weld Purging Gas Hose - 8mm x 20 Metres,GH820-F,1,47.59,1,Double Seal Purge Systems,0
Sif Weld Cut 100 Plasma Torch - 5 m,TSX3PTA101,1,35,1,Sif Weld Cut 100 Spares,0
Tecna Rocker Arm Column Spot Welder - 16 kVA - with Pedal/Micro Processor Control,4640,1,3314,1,Pedestal/Column Spot Welders,0
Water Cooling Unit 8.5L/min 3 Bar 230V,WRC-300,1,425,1,"Pedestal/Column Spot Welders, Welder Water Coolers",0
Hand Operated Portable Spot Welder - Tecna - 2kVA - c/w Timer - 230V (7900),7900,1,1000,1,Portable Spot Welders,0
Jasic Pro Plasma Cut 81 Plasma Cutter with PT100 Torch - JP-81,JP-81,1,1395.1,1,Plasma Cutters,0
EASYpoint Collet Holder &amp; set of collets EAG-PIN,E300-100,1,138.43,1,"Tungsten Grinders - Bench Mounted, Tungsten Grinders with Extractors",0
Filter Box Pre-Filter Kit (D Model),P1114-D-01-5422,1,113.66,1,Welding Equipment,0
KEMPER ProfiMaster - Welding Smoke Filter (Single Arm),60 650 100-WWVP,1,2194.5,1,"Offers &amp; Deals, Kemper Mobile Fume Extraction",15
KEMPER FilterTable - Activated Charcoal Filter (Optional) (109 0345),109 0345,1,273.47,1,Kemper Filter Tables,0
Easy Point Tungsten Grinder - 1.6 mm Collet,E300.125,1,40.55,1,"Tungsten Grinders - Bench Mounted, Tungsten Grinders with Extractors",0
Easy Point Tungsten Grinder - 2.4 mm Collet,E300.120,1,40.55,1,"Tungsten Grinders - Bench Mounted, Tungsten Grinders with Extractors",0
EASYpoint Tungsten Grinder Clamping Nuts (5pcs) SPA-MUT,E300.150,1,43.26,1,Tungsten Grinders - Bench Mounted,0
Gas Fluxer 69-D MM,FXGF69D,1,1385.61,1,Gas Fluxers,0
Tech Master HF35 Hi-Flow Inert Gas Regulator Nevoc Fitting,RAN34003-NEVOC,1,751.95,1,"Inert Gas Regulators, NEVOC Regulators, Gas Arc Hi Flow Gas Regulators",0
Silver Solder AG14 Flux Coated (Ag 55%) x 1.5 mm x 0.25 Kg,7517,1,172.98,1,Silver Solder Welding Rods,0
Exact Pipe Beveller 220E -110V - Pipe Bevelling System,7048121,1,1620,1,"Pipe Saws, Exact Pipe Saws",0
"Exact TCT Z140 140mm Saw Blade – Tungsten Carbide Blade for Steel, Copper & Plastic (70104860)",70104860,1,51.85,1,140mm Saw Blades &amp; Diamond Cutting Discs,0
Exact Cermet 140 140mm Saw Blade – Ceramic Alloy Blade for Heavy Duty S/ Steel (7010496) - Pack of 10,7010496-10,1,799,1,140mm Saw Blades &amp; Diamond Cutting Discs,0
Large Exact Site Bag for 220E-360E Supports,10973-11,1,104.29,1,Pipe Saw Spares &amp; Roller Supports,0
Phantom Fresh Air Waist Belt (FXPAPRS04),FXPAPRS04,1,45.12,1,Welding Helmet Spares,0
EZ PipeCut Combi Drill - Auto Pipe Cutting Machine - 110V,EZPCA1,1,2420,1,Automatic Pipe Cutting Machines,0
EZ PipeCut Magnetic Pipe Cutting Machine - 110V,EZPCMAG1,1,2900,1,Magnetic Pipe Cutting Machines,0
Tech Master Outlet Point Regulator - GPP400 - Rear Entry Oxygen/Inert Regulator 0-1.5 Bar,39600000615,1,131.3,1,"Inert Gas Regulators, Oxygen Regulators",0
Tech Master Outlet Point Regulator - GPP400 - Rear Entry Acetylene Regulator 0-1.5 Bar,39600000691,1,131.3,1,Fuel Gas Regulators,0
Tech Master Outlet Point Regulator - GPP400 - Rear Entry Fuel Gas Regulator 0-10 Bar,39600000684,1,131.3,1,Fuel Gas Regulators,0
"Manual Pipe Cutter Chain for 36"" O/D Pipe",EZPCC36,1,285.5,1,"Manual Pipe Cutting Machine Spares, Automatic Pipe Cutting Machine Spares",0
"Manual Pipe Cutter Guide Band for 36"" Outside Diameter Pipe",EZPCGB36,1,312,1,"Manual Pipe Cutting Machine Spares, Automatic Pipe Cutting Machine Spares, Magnetic Pipe Cutting Machine Spares",0
